accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
KM592185	""	""	Tricalysia semidecidua voucher Dessein & al 1093 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tricalysia semidecidua	""	""	Dessein & al 1093 (BR)	""	""	""	""
KM592188	""	""	Coleactina papalis voucher Dessein & al 2355 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Leptactina papalis	""	""	Dessein & al 2355 (BR)	""	""	""	""
KM592189	""	""	Coptosperma borbonicum voucher De Block 1389 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma borbonicum	""	""	De Block 1389 (BR)	""	""	""	""
KM592191	""	""	Coptosperma madagascariense voucher De Block & al 2238 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma madagascariense	""	""	De Block & al 2238 (BR)	""	""	""	""
KM592192	""	""	Coptosperma nigrescens voucher De Block & al 535 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma nigrescens	""	""	De Block & al 535 (BR)	""	""	""	""
KM592194	""	""	Coptosperma supra-axillare voucher De Block & al 1321 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma supra-axillare	""	""	De Block & al 1321 (BR)	""	""	""	""
KM592195	""	""	Coptosperma sp. B SJ-2014 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma sp. B SJ-2014	""	""	De Block & al 796 (BR)	""	""	""	""
KM592196	""	""	Coptosperma sp. C SJ-2014 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma sp. C SJ-2014	""	""	De Block & al 1355 (BR)	""	""	""	""
KM592197	""	""	Coptosperma sp. D SJ-2014 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma sp. D SJ-2014	""	""	De Block & al 704 (BR)	""	""	""	""
KM592198	""	""	Coptosperma sp. E SJ-2014 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma sp. E SJ-2014	""	""	De Block & al 733 (BR)	""	""	""	""
KM592199	""	""	Coptosperma sp. A SJ-2014 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma sp. A SJ-2014	""	""	De Block & al 720 (BR)	""	""	""	""
KM592200	""	""	Coptosperma graveolens voucher Mwachala 3711 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma graveolens	""	""	Mwachala 3711 (BR)	""	""	""	""
KM592201	""	""	Coptosperma peteri voucher Lovett & Congdon 2991 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Coptosperma peteri	""	""	Lovett & Congdon 2991 (BR)	""	""	""	""
KM592203	""	""	Euclinia longiflora voucher Van Caekenberghe 348 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Euclinia longiflora	""	""	Van Caekenberghe 348 (BR)	""	""	""	""
KM592204	""	""	Gardenia rutenbergiana voucher Groeninckx & al 24 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Gardenia rutenbergiana	""	""	Groeninckx & al 24 (BR)	""	""	""	""
KM592205	""	""	Homollea longiflora voucher De Block & al 767 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Homollea longiflora	""	""	De Block & al 767 (BR)	""	""	""	""
KM592207	""	""	Homolliella sericea voucher De Block & al 849 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Paracephaelis sericea	""	""	De Block & al 849 (BR)	""	""	""	""
KM592209	""	""	Leptactina benguelensis voucher Dessein & al 1142 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Leptactina benguelensis	""	""	Dessein & al 1142 (BR)	""	""	""	""
KM592211	""	""	Leptactina epinyctios voucher Dessein & al 1348 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Leptactina epinyctios	""	""	Dessein & al 1348 (BR)	""	""	""	""
KM592213	""	""	Leptactina leopoldi-secundi voucher Champluvier 5248 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Leptactina leopoldi-secundi	""	""	Champluvier 5248 (BR)	""	""	""	""
KM592214	""	""	Leptactina mannii voucher Dessein & al 2518 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Leptactina mannii	""	""	Dessein & al 2518 (BR)	""	""	""	""
KM592216	""	""	Leptactina pynaertii voucher Champluvier sn (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Leptactina pynaertii	""	""	Champluvier sn (BR)	""	""	""	""
KM592217	""	""	Pseudomussaenda flava voucher Van Caekenberghe 60 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pseudomussaenda flava	""	""	Van Caekenberghe 60 (BR)	""	""	""	""
KM592218	""	""	Nichallea soyauxii voucher Dessein & al 1402 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Nichallea soyauxii	""	""	Dessein & al 1402 (BR)	""	""	""	""
KM592219	""	""	Oxyanthus troupinii voucher Niyongabo 115 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Oxyanthus troupinii	""	""	Niyongabo 115 (BR)	""	""	""	""
KM592220	""	""	Paracephaelis cinerea voucher De Block & al 2193 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Paracephaelis cinerea	""	""	De Block & al 2193 (BR)	""	""	""	""
KM592221	""	""	Paracephaelis saxatilis voucher De Block & al 2401 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Paracephaelis saxatilis	""	""	De Block & al 2401 (BR)	""	""	""	""
KM592222	""	""	Paracephaelis tiliacea voucher Groeninckx & al 113 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Paracephaelis tiliacea	""	""	Groeninckx & al 113 (BR)	""	""	""	""
KM592224	""	""	Pavetta batesiana voucher Dessein & al 2071 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta batesiana	""	""	Dessein & al 2071 (BR)	""	""	""	""
KM592228	""	""	Pavetta schumanniana voucher Dessein & al 911 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta schumanniana	""	""	Dessein & al 911 (BR)	""	""	""	""
KM592230	""	""	Pavetta sp. C SJ-2014 ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta sp. C SJ-2014	""	""	Van Caekenberghe 199 (BR)	""	""	""	""
KM592231	""	""	Pavetta suffruticosa voucher Lachenaud & al 838 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta suffruticosa	""	""	Lachenaud & al 838 (BR)	""	""	""	""
KM592235	""	""	Pavetta ternifolia voucher Ntore 19 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta ternifolia	""	""	Ntore 19 (BR)	""	""	""	""
KM592236	""	""	Pavetta tetramera voucher Van de Weghe 163 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Pavetta tetramera	""	""	Van de Weghe 163 (BR)	""	""	""	""
KM592238	""	""	Razafimandimbisonia humblotii voucher Tosh & al 263 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Razafimandimbisonia humblotii	""	""	Tosh & al 263 (BR)	""	""	""	""
KM592242	""	""	Rutidea dupuisii voucher Dessein et al 1802 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Rutidea dupuisii	""	""	Dessein et al 1802 (BR)	""	""	""	""
KM592243	""	""	Rutidea ferruginea voucher Dessein et al 1674 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Rutidea ferruginea	""	""	Dessein et al 1674 (BR)	""	""	""	""
KM592250	""	""	Schizenterospermum grevei voucher De Block & al 2167 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Schizenterospermum grevei	""	""	De Block & al 2167 (BR)	""	""	""	""
KM592251	""	""	Schizenterospermum rotundifolium voucher De Block & al 771 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Schizenterospermum rotundifolium	""	""	De Block & al 771 (BR)	""	""	""	""
KM592252	""	""	Tarenna alpestris voucher De Block 1474 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna alpestris	""	""	De Block 1474 (BR)	""	""	""	""
KM592255	""	""	Tarenna bipindensis voucher Jongkind 8495 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna bipindensis	""	""	Jongkind 8495 (BR)	""	""	""	""
KM592259	""	""	Tarenna gracilipes voucher Van Caekenberghe 149 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna gracilipes	""	""	Van Caekenberghe 149 (BR)	""	""	""	""
KM592260	""	""	Tarenna jolinonii voucher Champluvier 6098 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna jolinonii	""	""	Champluvier 6098 (BR)	""	""	""	""
KM592264	""	""	Tarenna nitidula voucher Jongkind 8000 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna nitidula	""	""	Jongkind 8000 (BR)	""	""	""	""
KM592265	""	""	Tarenna pallidula voucher Dessein & al 2215 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna pallidula	""	""	Dessein & al 2215 (BR)	""	""	""	""
KM592267	""	""	Tarenna precidantenna voucher Dessein et al 2360 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna precidantenna	""	""	Dessein et al 2360 (BR)	""	""	""	""
KM592271	""	""	Tarenna vignei voucher Jongkind 8126 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna vignei	""	""	Jongkind 8126 (BR)	""	""	""	""
KM592272	""	""	Tarenna alleizettei voucher De Block et al 1883 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna alleizettei	""	""	De Block et al 1883 (BR)	""	""	""	""
KM592273	""	""	Tarenna capuroniana voucher De Block & al 937 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna capuroniana	""	""	De Block & al 937 (BR)	""	""	""	""
KM592274	""	""	Tarenna grevei voucher De Block & al 959 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna grevei	""	""	De Block & al 959 (BR)	""	""	""	""
KM592275	""	""	Tarenna spiranthera voucher De Block & al 946 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna spiranthera	""	""	De Block & al 946 (BR)	""	""	""	""
KM592276	""	""	Tarenna thouarsiana voucher De Block & al 655 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tarenna thouarsiana	""	""	De Block & al 655 (BR)	""	""	""	""
KM592279	""	""	Tricalysia semidecidua voucher Dessein & al 1093 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Tricalysia semidecidua	""	""	Dessein & al 1093 (BR)	""	""	""	""
KM592282	""	""	Coleactina papalis voucher Dessein & al 2355 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Leptactina papalis	""	""	Dessein & al 2355 (BR)	""	""	""	""
KM592283	""	""	Coptosperma borbonicum voucher De Block 1389 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma borbonicum	""	""	De Block 1389 (BR)	""	""	""	""
KM592285	""	""	Coptosperma madagascariense voucher De Block & al 2238 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma madagascariense	""	""	De Block & al 2238 (BR)	""	""	""	""
KM592286	""	""	Coptosperma nigrescens voucher De Block & al 535 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma nigrescens	""	""	De Block & al 535 (BR)	""	""	""	""
KM592288	""	""	Coptosperma supra-axillare voucher De Block & al 1321 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma supra-axillare	""	""	De Block & al 1321 (BR)	""	""	""	""
KM592289	""	""	Coptosperma sp. B SJ-2014 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma sp. B SJ-2014	""	""	De Block & al 796 (BR)	""	""	""	""
KM592290	""	""	Coptosperma sp. C SJ-2014 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma sp. C SJ-2014	""	""	De Block & al 1355 (BR)	""	""	""	""
KM592291	""	""	Coptosperma sp. D SJ-2014 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma sp. D SJ-2014	""	""	De Block & al 704 (BR)	""	""	""	""
KM592292	""	""	Coptosperma sp. A SJ-2014 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma sp. A SJ-2014	""	""	De Block & al 720 (BR)	""	""	""	""
KM592293	""	""	Coptosperma graveolens voucher Mwachala 3711 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma graveolens	""	""	Mwachala 3711 (BR)	""	""	""	""
KM592294	""	""	Coptosperma peteri voucher Lovett & Congdon 2991 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Coptosperma peteri	""	""	Lovett & Congdon 2991 (BR)	""	""	""	""
KM592295	""	""	Gardenia rutenbergiana voucher Groeninckx & al 24 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Gardenia rutenbergiana	""	""	Groeninckx & al 24 (BR)	""	""	""	""
KM592296	""	""	Homollea longiflora voucher De Block & al 767 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Homollea longiflora	""	""	De Block & al 767 (BR)	""	""	""	""
KM592298	""	""	Homolliella sericea voucher De Block & al 849 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Paracephaelis sericea	""	""	De Block & al 849 (BR)	""	""	""	""
KM592299	""	""	Leptactina benguelensis voucher Dessein & al 1142 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Leptactina benguelensis	""	""	Dessein & al 1142 (BR)	""	""	""	""
KM592301	""	""	Leptactina epinyctios voucher Dessein & al 1348 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Leptactina epinyctios	""	""	Dessein & al 1348 (BR)	""	""	""	""
KM592303	""	""	Leptactina mannii voucher Dessein & al 2518 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Leptactina mannii	""	""	Dessein & al 2518 (BR)	""	""	""	""
KM592305	""	""	Leptactina pynaertii voucher Champluvier sn (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Leptactina pynaertii	""	""	Champluvier sn (BR)	""	""	""	""
KM592306	""	""	Pseudomussaenda flava voucher Van Caekenberghe 60 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pseudomussaenda flava	""	""	Van Caekenberghe 60 (BR)	""	""	""	""
KM592307	""	""	Nichallea soyauxii voucher Dessein & al 1402 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Nichallea soyauxii	""	""	Dessein & al 1402 (BR)	""	""	""	""
KM592308	""	""	Paracephaelis cinerea voucher De Block & al 2193 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Paracephaelis cinerea	""	""	De Block & al 2193 (BR)	""	""	""	""
KM592309	""	""	Paracephaelis saxatilis voucher De Block & al 2401 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Paracephaelis saxatilis	""	""	De Block & al 2401 (BR)	""	""	""	""
KM592310	""	""	Paracephaelis tiliacea voucher Groeninckx & al 113 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Paracephaelis tiliacea	""	""	Groeninckx & al 113 (BR)	""	""	""	""
KM592312	""	""	Pavetta batesiana voucher Dessein & al 2071 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pavetta batesiana	""	""	Dessein & al 2071 (BR)	""	""	""	""
KM592315	""	""	Pavetta schumanniana voucher Dessein & al 911 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pavetta schumanniana	""	""	Dessein & al 911 (BR)	""	""	""	""
KM592317	""	""	Pavetta sp. C SJ-2014 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pavetta sp. C SJ-2014	""	""	Van Caekenberghe 199 (BR)	""	""	""	""
KM592321	""	""	Pavetta ternifolia voucher Ntore 19 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pavetta ternifolia	""	""	Ntore 19 (BR)	""	""	""	""
KM592322	""	""	Pavetta tetramera voucher Van de Weghe 163 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Pavetta tetramera	""	""	Van de Weghe 163 (BR)	""	""	""	""
KM592324	""	""	Razafimandimbisonia humblotii voucher Tosh & al 263 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Razafimandimbisonia humblotii	""	""	Tosh & al 263 (BR)	""	""	""	""
KM592327	""	""	Rutidea ferruginea voucher Dessein et al 1674 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Rutidea ferruginea	""	""	Dessein et al 1674 (BR)	""	""	""	""
KM592333	""	""	Schizenterospermum grevei voucher De Block & al 2167 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Schizenterospermum grevei	""	""	De Block & al 2167 (BR)	""	""	""	""
KM592334	""	""	Schizenterospermum rotundifolium voucher De Block & al 771 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Schizenterospermum rotundifolium	""	""	De Block & al 771 (BR)	""	""	""	""
