accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
FM204726	""	""	Pavetta abyssinica chloroplast partial rps16 gene intron and exon 2, specimen voucher BR De Block 6 Meise 77-0360	Pavetta abyssinica	""	""	BR:De Block 6 Meise 77-0360	""	""	""	""
FM204772	""	""	Pavetta abyssinica chloroplast tRNA-Ser -GCU gene (partial), trnS-trnG IGS and tRNA-Gly -GCC gene (partial), specimen voucher BR De Block 6 Meise 77-0360	Pavetta abyssinica	""	""	BR:De Block 6 Meise 77-0360	""	""	""	""
GQ354375	""	""	Dicranosepsis revocans voucher RMBR:103814 12S ribosomal RNA gene, partial sequence; mitochondrial.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354376	""	""	Dicranosepsis sp. 'fake revocans' voucher RMBR:104424 12S ribosomal RNA gene, partial sequence; mitochondrial.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354377	""	""	Sepsis pyrrhosoma voucher RMBR:103828 12S ribosomal RNA gene, partial sequence; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354378	""	""	Sepsis punctum voucher RMBR:103838 12S ribosomal RNA gene, partial sequence; mitochondrial.	Sepsis punctum	""	""	RMBR:103838	""	""	""	""
GQ354379	""	""	Dicranosepsis revocans voucher RMBR:103814 16S ribosomal RNA gene, partial sequence; mitochondrial.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354380	""	""	Dicranosepsis sp. 'fake revocans' voucher RMBR:104424 16S ribosomal RNA gene, partial sequence; mitochondrial.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354381	""	""	Sepsis pyrrhosoma voucher RMBR:103828 16S ribosomal RNA gene, partial sequence; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354382	""	""	Dicranosepsis revocans voucher RMBR:103814 28S ribosomal RNA gene, partial sequence.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354383	""	""	Dicranosepsis sp. 'fake revocans' voucher RMBR:104424 28S ribosomal RNA gene, partial sequence.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354384	""	""	Sepsis punctum voucher RMBR:103838 28S ribosomal RNA gene, partial sequence.	Sepsis punctum	""	""	RMBR:103838	""	""	""	""
GQ354385	""	""	Dicranosepsis revocans voucher RMBR:103814 alanyl-tRNA synthetase (AATS) gene, partial cds.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354386	""	""	Dicranosepsis sp. 'fake revocans' alanyl-tRNA synthetase (AATS) gene, partial cds.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354387	""	""	Sepsis pyrrhosoma voucher RMBR:103828 alanyl-tRNA synthetase (AATS) gene, partial cds.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354388	""	""	Dicranosepsis revocans cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354389	""	""	Dicranosepsis sp. 'fake revocans' cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354390	""	""	Dicranosepsis revocans voucher RMBR:103814 28S ribosomal RNA gene, partial sequence.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354391	""	""	Sepsis pyrrhosoma voucher RMBR:103828 28S ribosomal RNA gene, partial sequence.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354392	""	""	Dicranosepsis revocans voucher RMBR:103814 elongation factor 1 alpha (EF1a) gene, partial cds.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354393	""	""	Dicranosepsis sp. 'fake revocans' elongation factor 1 alpha (EF1a) gene, partial cds.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354394	""	""	Sepsis pyrrhosoma voucher RMBR:103828 elongation factor 1 alpha (EF1a) gene, partial cds.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354395	""	""	Dicranosepsis revocans voucher RMBR:103814 histone 3 (H3) gene, partial cds.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354396	""	""	Dicranosepsis sp. 'fake revocans' histone 3 (H3) gene, partial cds.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354397	""	""	Dicranosepsis revocans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354398	""	""	Dicranosepsis sp. 'fake revocans' cytochrome oxidase subunit I (COX1) gene, partial cds; mitochondrial.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354399	""	""	Sepsis pyrrhosoma cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354400	""	""	Dicranosepsis revocans voucher RMBR:103814 18S ribosomal RNA gene, partial sequence.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354401	""	""	Dicranosepsis sp. 'fake revocans' voucher RMBR:104424 18S ribosomal RNA gene, partial sequence.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354402	""	""	Dicranosepsis revocans voucher RMBR:103814 28S ribosomal RNA gene, partial sequence.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354403	""	""	Dicranosepsis sp. 'fake revocans' voucher RMBR:104424 28S ribosomal RNA gene, partial sequence.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354404	""	""	Dicranosepsis revocans cytochrome b (Cytb) gene, partial cds; mitochondrial.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354405	""	""	Dicranosepsis sp. 'fake revocans' cytochrome b (Cytb) gene, partial cds; mitochondrial.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354406	""	""	Sepsis pyrrhosoma cytochrome b (Cytb) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ354407	""	""	Sepsis punctum cytochrome b (Cytb) gene, partial cds; mitochondrial.	Sepsis punctum	""	""	RMBR:103838	""	""	""	""
GQ354408	""	""	Dicranosepsis revocans cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Dicranosepsis revocans	""	""	RMBR:103814	""	""	""	""
GQ354409	""	""	Dicranosepsis sp. 'fake revocans' cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Dicranosepsis sp. 'fake revocans'	""	""	RMBR:104424	""	""	""	""
GQ354410	""	""	Sepsis pyrrhosoma cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:103828	""	""	""	""
GQ388730	""	""	Sepsis fissa voucher RMBR:104426 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis fissa	""	""	RMBR:104426	""	""	""	""
GQ388731	""	""	Sepsis biflexuosa voucher RMBR:104427 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104427	""	""	""	""
GQ388732	""	""	Sepsis biflexuosa voucher RMBR:104428 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104428	""	""	""	""
GQ388733	""	""	Sepsis biflexuosa voucher RMBR:104429 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104429	""	""	""	""
GQ388734	""	""	Sepsis biflexuosa voucher RMBR:104430 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104430	""	""	""	""
GQ388735	""	""	Sepsis biflexuosa voucher RMBR:104431 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104431	""	""	""	""
GQ388736	""	""	Sepsis biflexuosa voucher RMBR:104432 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104432	""	""	""	""
GQ388737	""	""	Sepsis biflexuosa voucher RMBR:104433 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104433	""	""	""	""
GQ388738	""	""	Sepsis biflexuosa voucher RMBR:104434 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis biflexuosa	""	""	RMBR:104434	""	""	""	""
GQ388739	""	""	Sepsis duplicata voucher RMBR:104435 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis duplicata	""	""	RMBR:104435	""	""	""	""
GQ388740	""	""	Sepsis flavimana voucher RMBR:104436 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104436	""	""	""	""
GQ388741	""	""	Sepsis flavimana voucher RMBR:104437 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104437	""	""	""	""
GQ388742	""	""	Sepsis flavimana voucher RMBR:104438 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104438	""	""	""	""
GQ388743	""	""	Sepsis flavimana voucher RMBR:104439 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104439	""	""	""	""
GQ388744	""	""	Sepsis flavimana voucher RMBR:104440 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104440	""	""	""	""
GQ388745	""	""	Sepsis flavimana voucher RMBR:104441 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104441	""	""	""	""
GQ388746	""	""	Sepsis flavimana voucher RMBR:104442 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104442	""	""	""	""
GQ388747	""	""	Sepsis flavimana voucher RMBR:104443 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104443	""	""	""	""
GQ388748	""	""	Sepsis flavimana voucher RMBR:104444 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104444	""	""	""	""
GQ388749	""	""	Sepsis flavimana voucher RMBR:104445 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104445	""	""	""	""
GQ388750	""	""	Sepsis flavimana voucher RMBR:104446 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104446	""	""	""	""
GQ388751	""	""	Sepsis flavimana voucher RMBR:104447 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104447	""	""	""	""
GQ388752	""	""	Sepsis pyrrhosoma voucher RMBR:104448 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104448	""	""	""	""
GQ388753	""	""	Sepsis pyrrhosoma voucher RMBR:104449 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104449	""	""	""	""
GQ388754	""	""	Sepsis pyrrhosoma voucher RMBR:104450 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104450	""	""	""	""
GQ388755	""	""	Sepsis pyrrhosoma voucher RMBR:104451 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104451	""	""	""	""
GQ388756	""	""	Sepsis pyrrhosoma voucher RMBR:104452 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104452	""	""	""	""
GQ388757	""	""	Sepsis pyrrhosoma voucher RMBR:104453 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104453	""	""	""	""
GQ388758	""	""	Sepsis pyrrhosoma voucher RMBR:104454 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104454	""	""	""	""
GQ388759	""	""	Sepsis pyrrhosoma voucher RMBR:104455 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis pyrrhosoma	""	""	RMBR:104455	""	""	""	""
GQ388760	""	""	Sepsis flavimana voucher RMBR:104456 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104456	""	""	""	""
GQ388761	""	""	Sepsis flavimana voucher RMBR:104457 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104457	""	""	""	""
GQ388762	""	""	Sepsis flavimana voucher RMBR:104458 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104458	""	""	""	""
GQ388763	""	""	Sepsis flavimana voucher RMBR:104459 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104459	""	""	""	""
GQ388764	""	""	Sepsis flavimana voucher RMBR:104460 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104460	""	""	""	""
GQ388765	""	""	Sepsis flavimana voucher RMBR:104461 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104461	""	""	""	""
GQ388766	""	""	Sepsis flavimana voucher RMBR:104462 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104462	""	""	""	""
GQ388767	""	""	Sepsis flavimana voucher RMBR:104463 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis flavimana	""	""	RMBR:104463	""	""	""	""
GQ388768	""	""	Sepsis secunda voucher RMBR:104464 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104464	""	""	""	""
GQ388769	""	""	Sepsis secunda voucher RMBR:104465 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104465	""	""	""	""
GQ388770	""	""	Sepsis secunda voucher RMBR:104466 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104466	""	""	""	""
GQ388771	""	""	Sepsis secunda voucher RMBR:104467 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104467	""	""	""	""
GQ388772	""	""	Sepsis secunda voucher RMBR:104468 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104468	""	""	""	""
GQ388773	""	""	Sepsis secunda voucher RMBR:104469 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104469	""	""	""	""
GQ388774	""	""	Sepsis secunda voucher RMBR:104470 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sepsis secunda	""	""	RMBR:104470	""	""	""	""
GQ409053	""	""	Argoravinia rufiventris voucher RMBR:103694 12S ribosomal RNA gene, partial sequence; mitochondrial.	Argoravinia rufiventris	""	""	RMBR:103694	""	""	""	""
GQ409054	""	""	Bellardia vulgaris voucher RMBR:103605 12S ribosomal RNA gene, partial sequence; mitochondrial.	Bellardia vulgaris	""	""	RMBR:103605	""	""	""	""
GQ409055	""	""	Blaesoxipha plinthopyga voucher RMBR:103695 12S ribosomal RNA gene, partial sequence; mitochondrial.	Blaesoxipha plinthopyga	""	""	RMBR:103695	""	""	""	""
GQ409056	""	""	Blaesoxipha setosa voucher RMBR:103697 12S ribosomal RNA gene, partial sequence; mitochondrial.	Blaesoxipha setosa	""	""	RMBR:103697	""	""	""	""
GQ409057	""	""	Boettcheria cimbicis voucher RMBR:103698 12S ribosomal RNA gene, partial sequence; mitochondrial.	Boettcheria cimbicis	""	""	RMBR:103698	""	""	""	""
GQ409058	""	""	Sarconesia versicolor voucher RMBR:103610 12S ribosomal RNA gene, partial sequence; mitochondrial.	Sarconesia versicolor	""	""	RMBR:103610	""	""	""	""
GQ409059	""	""	Chlorosarcophaga sp. SNK-2009 voucher RMBR:103699 12S ribosomal RNA gene, partial sequence; mitochondrial.	Chlorosarcophaga sp. SNK-2009	""	""	RMBR:103699	""	""	""	""
GQ409060	""	""	Chrysomya rufifacies voucher RMBR:103611 12S ribosomal RNA gene, partial sequence; mitochondrial.	Chrysomya rufifacies	""	""	RMBR:103611	""	""	""	""
GQ409061	""	""	Cynomya mortuorum voucher RMBR:103606 12S ribosomal RNA gene, partial sequence; mitochondrial.	Cynomya mortuorum	""	""	RMBR:103606	""	""	""	""
GQ409062	""	""	Duckemyia latifrons voucher RMBR:103703 12S ribosomal RNA gene, partial sequence; mitochondrial.	Duckemyia latifrons	""	""	RMBR:103703	""	""	""	""
GQ409063	""	""	Engelimyia inops voucher RMBR:103705 12S ribosomal RNA gene, partial sequence; mitochondrial.	Engelimyia inops	""	""	RMBR:103705	""	""	""	""
GQ409064	""	""	Gymnosoma nitens voucher RMBR:103754 12S ribosomal RNA gene, partial sequence; mitochondrial.	Gymnosoma nitens	""	""	RMBR:103754	""	""	""	""
GQ409065	""	""	Gymnocheta viridis voucher RMBR:103759 12S ribosomal RNA gene, partial sequence; mitochondrial.	Gymnocheta viridis	""	""	RMBR:103759	""	""	""	""
GQ409066	""	""	Helicobia pilipleura voucher RMBR:103707 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helicobia pilipleura	""	""	RMBR:103707	""	""	""	""
GQ409067	""	""	Helicobia rapax voucher RMBR:103708 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helicobia rapax	""	""	RMBR:103708	""	""	""	""
GQ409068	""	""	Helicobia resinata voucher RMBR:103709 12S ribosomal RNA gene, partial sequence; mitochondrial.	Helicobia resinata	""	""	RMBR:103709	""	""	""	""
GQ409069	""	""	Hypopygiopsis fumipennis voucher RMBR:103613 12S ribosomal RNA gene, partial sequence; mitochondrial.	Hypopygiopsis fumipennis	""	""	RMBR:103613	""	""	""	""
GQ409070	""	""	Hypopygiopsis violacea voucher RMBR:103614 12S ribosomal RNA gene, partial sequence; mitochondrial.	Hypopygiopsis violacea	""	""	RMBR:103614	""	""	""	""
GQ409071	""	""	Oestroidea sp. 'McAlpine's fly' voucher RMBR:104423 12S ribosomal RNA gene, partial sequence; mitochondrial.	Oestroidea sp. 'McAlpine's fly'	""	""	RMBR:104423	""	""	""	""
GQ409072	""	""	Melinda viridicyanea voucher RMBR:103618 12S ribosomal RNA gene, partial sequence; mitochondrial.	Melinda viridicyanea	""	""	RMBR:103618	""	""	""	""
GQ409073	""	""	Eumesembrinella quadrilineata voucher RMBR:103619 12S ribosomal RNA gene, partial sequence; mitochondrial.	Eumesembrinella quadrilineata	""	""	RMBR:103619	""	""	""	""
GQ409074	""	""	Metallea erinacea voucher RMBR:103625 12S ribosomal RNA gene, partial sequence; mitochondrial.	Metallea erinacea	""	""	RMBR:103625	""	""	""	""
GQ409075	""	""	Mystacinobia zealandica voucher RMBR:104422 12S ribosomal RNA gene, partial sequence; mitochondrial.	Mystacinobia zelandica	""	""	RMBR:104422	""	""	""	""
GQ409076	""	""	Notochaeta sp. SNK-2009 voucher RMBR:103715 12S ribosomal RNA gene, partial sequence; mitochondrial.	Notochaeta sp. SNK-2009	""	""	RMBR:103715	""	""	""	""
GQ409077	""	""	Nyctia lugubris voucher RMBR:103688 12S ribosomal RNA gene, partial sequence; mitochondrial.	Nyctia lugubris	""	""	RMBR:103688	""	""	""	""
GQ409078	""	""	Oxysarcodexia avuncula voucher RMBR:103716 12S ribosomal RNA gene, partial sequence; mitochondrial.	Oxysarcodexia avuncula	""	""	RMBR:103716	""	""	""	""
GQ409079	""	""	Peckia alvarengai voucher RMBR:103717 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peckia alvarengai	""	""	RMBR:103717	""	""	""	""
GQ409080	""	""	Peckia chrysostoma voucher RMBR:103718 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peckia chrysostoma	""	""	RMBR:103718	""	""	""	""
GQ409081	""	""	Peckia collusor voucher RMBR:103719 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peckia collusor	""	""	RMBR:103719	""	""	""	""
GQ409082	""	""	Peckia intermutans voucher RMBR:103720 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peckia intermutans	""	""	RMBR:103720	""	""	""	""
GQ409083	""	""	Peckia uncinata voucher RMBR:103722 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peckia uncinata	""	""	RMBR:103722	""	""	""	""
GQ409084	""	""	Peckiamyia minutipenis voucher RMBR:103723 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peckiamyia minutipenis	""	""	RMBR:103723	""	""	""	""
GQ409085	""	""	Peleteria rubescens voucher RMBR:103761 12S ribosomal RNA gene, partial sequence; mitochondrial.	Peleteria rubescens	""	""	RMBR:103761	""	""	""	""
GQ409086	""	""	Phania funesta voucher RMBR:103756 12S ribosomal RNA gene, partial sequence; mitochondrial.	Phania funesta	""	""	RMBR:103756	""	""	""	""
GQ409087	""	""	Pollenia amentaria voucher RMBR:103622 12S ribosomal RNA gene, partial sequence; mitochondrial.	Pollenia amentaria	""	""	RMBR:103622	""	""	""	""
GQ409088	""	""	Pollenia rudis voucher RMBR:103623 12S ribosomal RNA gene, partial sequence; mitochondrial.	Pollenia rudis	""	""	RMBR:103623	""	""	""	""
GQ409089	""	""	Protocalliphora azurea voucher RMBR:103612 12S ribosomal RNA gene, partial sequence; mitochondrial.	Protocalliphora azurea	""	""	RMBR:103612	""	""	""	""
GQ409090	""	""	Pterella nigrofasciata voucher RMBR:103682 12S ribosomal RNA gene, partial sequence; mitochondrial.	Pterella nigrofasciata	""	""	RMBR:103682	""	""	""	""
GQ409091	""	""	Ravinia sp. SNK-2009 voucher RMBR:103724 12S ribosomal RNA gene, partial sequence; mitochondrial.	Ravinia sp. SNK-2009	""	""	RMBR:103724	""	""	""	""
GQ409092	""	""	Rhyncomya nigripes voucher RMBR:103626 12S ribosomal RNA gene, partial sequence; mitochondrial.	Rhyncomya nigripes	""	""	RMBR:103626	""	""	""	""
