accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
KC107980	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16994 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16994	""	BR-9833-45	""	""	""	2011-01-01
KC107981	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16995 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16995	""	BR-9835-47	""	""	""	2011-01-01
KC107982	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16996 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16996	""	BR-9834-46	""	""	""	2011-01-01
KC108060	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_133 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina canariensis	Damien Ertz 16185_133	""	BR-7639-82	""	""	""	2011-01-01
KC108061	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_135 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina canariensis	Damien Ertz 16143_135	""	BR-7630-73	""	""	""	2011-01-01
KC108062	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_136 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina canariensis	Damien Ertz 16143_136	""	BR-7630-73	""	""	""	2011-01-01
KC108063	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16255 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina canariensis	Damien Ertz 16255	""	BR-7774-23	""	""	""	2011-01-01
KC108064	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_158 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina canariensis	Damien Ertz 16185_158	""	BR-7639-82	""	""	""	2011-01-01
KC108083	Spain:Canary Islands	""	Dirina ceratoniae bio-material Damien Ertz 14024 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina ceratoniae	Damien Ertz 14024	""	BR-2468-52	""	""	""	2009-01-01
KC108084	France:Corse	""	Dirina ceratoniae bio-material Damien Ertz 16367 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina ceratoniae	Damien Ertz 16367	""	BR-7901-53	""	""	""	2011-01-01
KC108085	Portugal	""	Dirina ceratoniae bio-material Damien Ertz 16997 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina ceratoniae	Damien Ertz 16997	""	BR-9826-38	""	""	""	2011-01-01
KC108098	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-139 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16186-139	""	BR-7640-83	""	""	""	2011-01-01
KC108103	France:Corse	""	Dirina fallax bio-material Damien Ertz 16506 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16506	""	BR-2025-06	""	""	""	2011-01-01
KC108104	France:Corse	""	Dirina fallax bio-material Damien Ertz 16459 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16459	""	BR-2013-91	""	""	""	2011-01-01
KC108105	France:Corse	""	Dirina fallax bio-material Damien Ertz 16397 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16397	""	BR-7931-83	""	""	""	2011-01-01
KC108106	France:Corse	""	Dirina fallax bio-material Damien Ertz 16413 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16413	""	BR-7938-90	""	""	""	2011-01-01
KC108107	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-159 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16186-159	""	BR-7640-83	""	""	""	2011-01-01
KC108108	Portugal	""	Dirina fallax bio-material Damien Ertz 16905 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16905	""	BR-7738-84	""	""	""	2011-01-01
KC108109	Portugal	""	Dirina fallax bio-material Damien Ertz 16921 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16921	""	BR-7729-75	""	""	""	2011-01-01
KC108110	Portugal	""	Dirina fallax bio-material Damien Ertz 16922 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16922	""	BR-7726-72	""	""	""	2011-01-01
KC108111	Portugal	""	Dirina fallax bio-material Damien Ertz 16929 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 16929	""	BR-7765-14	""	""	""	2011-01-01
KC108112	Portugal	""	Dirina fallax bio-material Damien Ertz 17024 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina fallax	Damien Ertz 17024	""	BR-9784-93	""	""	""	2011-01-01
KC108122	Portugal:Madeira	""	Dirina insulana bio-material Damien Ertz 10542 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina insulana	Damien Ertz 10542	""	BR-0637-55	""	""	""	2007-01-01
KC108123	Portugal:Madeira	""	Dirina insulana bio-material Damien Ertz 10568 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina insulana	Damien Ertz 10568	""	BR-0611-29	""	""	""	2007-01-01
KC108124	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 13532 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina insulana	Damien Ertz 13532	""	BR-8235-87	""	""	""	2009-01-01
KC108142	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 16142 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina insulana	Damien Ertz 16142	""	BR-7629-72	""	""	""	2011-01-01
KC108143	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 16328 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina insulana	Damien Ertz 16328	""	BR-7847-96	""	""	""	2011-01-01
KC108144	Portugal	""	Dirina insulana bio-material Damien Ertz 17037 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina insulana	Damien Ertz 17037	""	BR-9793-05	""	""	""	2011-01-01
KC108149	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13042 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina madagascariensis	Damien Ertz 13042	""	BR-7391-19	""	""	""	2008-01-01
KC108150	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13127 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina madagascariensis	Damien Ertz 13127	""	BR-8765-35	""	""	""	2008-01-01
KC108151	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13215 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina madagascariensis	Damien Ertz 13215	""	BR-7487-18	""	""	""	2008-01-01
KC108153	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13086 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina madagascariensis	Damien Ertz 13086	""	BR-8724-91	""	""	""	2008-01-01
KC108154	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13095 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina madagascariensis	Damien Ertz 13095	""	BR-8734-04	""	""	""	2008-01-01
KC108176	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16958 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina massiliensis	Damien Ertz 16958	""	BR-7712-58	""	""	""	2011-01-01
KC108177	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16994 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina massiliensis	Damien Ertz 16994	""	BR-9833-45	""	""	""	2011-01-01
KC108178	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16995 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina massiliensis	Damien Ertz 16995	""	BR-9835-47	""	""	""	2011-01-01
KC108179	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16996 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dirina massiliensis	Damien Ertz 16996	""	BR-9834-46	""	""	""	2011-01-01
KC108256	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_133 large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16185_133	""	BR-7639-82	""	""	""	2011-01-01
KC108257	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_135 large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16143_135	""	BR-7630-73	""	""	""	2011-01-01
KC108258	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_136 large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16143_136	""	BR-7630-73	""	""	""	2011-01-01
KC108259	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16255 large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16255	""	BR-7774-23	""	""	""	2011-01-01
KC108260	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_158 large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16185_158	""	BR-7639-82	""	""	""	2011-01-01
KC108279	Spain:Canary Islands	""	Dirina ceratoniae bio-material Damien Ertz 14024 large subunit ribosomal RNA gene, partial sequence.	Dirina ceratoniae	Damien Ertz 14024	""	BR-2468-52	""	""	""	2009-01-01
KC108280	France:Corse	""	Dirina ceratoniae bio-material Damien Ertz 16367 large subunit ribosomal RNA gene, partial sequence.	Dirina ceratoniae	Damien Ertz 16367	""	BR-7901-53	""	""	""	2011-01-01
KC108281	Portugal	""	Dirina ceratoniae bio-material Damien Ertz 16997 large subunit ribosomal RNA gene, partial sequence.	Dirina ceratoniae	Damien Ertz 16997	""	BR-9826-38	""	""	""	2011-01-01
KC108294	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-139 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16186-139	""	BR-7640-83	""	""	""	2011-01-01
KC108299	France:Corse	""	Dirina fallax bio-material Damien Ertz 16421 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16421	""	BR-7946-01	""	""	""	2011-01-01
KC108300	France:Corse	""	Dirina fallax bio-material Damien Ertz 16506 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16506	""	BR-2025-06	""	""	""	2011-01-01
KC108301	France:Corse	""	Dirina fallax bio-material Damien Ertz 16459 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16459	""	BR-2013-91	""	""	""	2011-01-01
KC108302	France:Corse	""	Dirina fallax bio-material Damien Ertz 16397 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16397	""	BR-7931-83	""	""	""	2011-01-01
KC108303	France:Corse	""	Dirina fallax bio-material Damien Ertz 16413 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16413	""	BR-7938-90	""	""	""	2011-01-01
KC108304	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-159 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16186-159	""	BR-7640-83	""	""	""	2011-01-01
KC108305	Portugal	""	Dirina fallax bio-material Damien Ertz 16905 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16905	""	BR-7738-84	""	""	""	2011-01-01
KC108306	Portugal	""	Dirina fallax bio-material Damien Ertz 16921 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16921	""	BR-7729-75	""	""	""	2011-01-01
KC108307	Portugal	""	Dirina fallax bio-material Damien Ertz 16922 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16922	""	BR-7726-72	""	""	""	2011-01-01
KC108308	Portugal	""	Dirina fallax bio-material Damien Ertz 16929 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16929	""	BR-7765-14	""	""	""	2011-01-01
KC108309	Portugal	""	Dirina fallax bio-material Damien Ertz 17024 large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 17024	""	BR-9784-93	""	""	""	2011-01-01
KC108315	Portugal:Madeira	""	Dirina insulana bio-material Damien Ertz 10542 large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 10542	""	BR-0637-55	""	""	""	2007-01-01
KC108316	Portugal:Madeira	""	Dirina insulana bio-material Damien Ertz 10568 large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 10568	""	BR-0611-29	""	""	""	2007-01-01
KC108317	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 13532 large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 13532	""	BR-8235-87	""	""	""	2009-01-01
KC108335	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 16142 large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 16142	""	BR-7629-72	""	""	""	2011-01-01
KC108336	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 16328 large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 16328	""	BR-7847-96	""	""	""	2011-01-01
KC108337	Portugal	""	Dirina insulana bio-material Damien Ertz 17037 large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 17037	""	BR-9793-05	""	""	""	2011-01-01
KC108342	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13042 large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13042	""	BR-7391-19	""	""	""	2008-01-01
KC108343	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13127 large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13127	""	BR-8765-35	""	""	""	2008-01-01
KC108344	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13215 large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13215	""	BR-7487-18	""	""	""	2008-01-01
KC108346	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13086 large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13086	""	BR-8724-91	""	""	""	2008-01-01
KC108347	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13095 large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13095	""	BR-8734-04	""	""	""	2008-01-01
KC108369	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16958 large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16958	""	BR-7712-58	""	""	""	2011-01-01
KC108370	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16994 large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16994	""	BR-9833-45	""	""	""	2011-01-01
KC108371	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16995 large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16995	""	BR-9835-47	""	""	""	2011-01-01
KC108372	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16996 large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16996	""	BR-9834-46	""	""	""	2011-01-01
KC108451	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_133 beta-tubulin gene, partial cds.	Dirina canariensis	Damien Ertz 16185_133	""	BR-7639-82	""	""	""	2011-01-01
KC108452	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_135 beta-tubulin gene, partial cds.	Dirina canariensis	Damien Ertz 16143_135	""	BR-7630-73	""	""	""	2011-01-01
KC108453	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_136 beta-tubulin gene, partial cds.	Dirina canariensis	Damien Ertz 16143_136	""	BR-7630-73	""	""	""	2011-01-01
KC108454	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16255 beta-tubulin gene, partial cds.	Dirina canariensis	Damien Ertz 16255	""	BR-7774-23	""	""	""	2011-01-01
KC108455	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_158 beta-tubulin gene, partial cds.	Dirina canariensis	Damien Ertz 16185_158	""	BR-7639-82	""	""	""	2011-01-01
KC108477	Spain:Canary Islands	""	Dirina ceratoniae bio-material Damien Ertz 14024 beta-tubulin gene, partial cds.	Dirina ceratoniae	Damien Ertz 14024	""	BR-2468-52	""	""	""	2009-01-01
KC108478	France:Corse	""	Dirina ceratoniae bio-material Damien Ertz 16367 beta-tubulin gene, partial cds.	Dirina ceratoniae	Damien Ertz 16367	""	BR-7901-53	""	""	""	2011-01-01
KC108479	Portugal	""	Dirina ceratoniae bio-material Damien Ertz 16997 beta-tubulin gene, partial cds.	Dirina ceratoniae	Damien Ertz 16997	""	BR-9826-38	""	""	""	2011-01-01
KC108492	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-139 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16186-139	""	BR-7640-83	""	""	""	2011-01-01
KC108497	France:Corse	""	Dirina fallax bio-material Damien Ertz 16421 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16421	""	BR-7946-01	""	""	""	2011-01-01
KC108498	France:Corse	""	Dirina fallax bio-material Damien Ertz 16506 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16506	""	BR-2025-06	""	""	""	2011-01-01
KC108499	France:Corse	""	Dirina fallax bio-material Damien Ertz 16459 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16459	""	BR-2013-91	""	""	""	2011-01-01
KC108500	France:Corse	""	Dirina fallax bio-material Damien Ertz 16397 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16397	""	BR-7931-83	""	""	""	2011-01-01
KC108501	France:Corse	""	Dirina fallax bio-material Damien Ertz 16413 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16413	""	BR-7938-90	""	""	""	2011-01-01
KC108502	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-159 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16186-159	""	BR-7640-83	""	""	""	2011-01-01
KC108503	Portugal	""	Dirina fallax bio-material Damien Ertz 16905 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16905	""	BR-7738-84	""	""	""	2011-01-01
KC108504	Portugal	""	Dirina fallax bio-material Damien Ertz 16921 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16921	""	BR-7729-75	""	""	""	2011-01-01
KC108505	Portugal	""	Dirina fallax bio-material Damien Ertz 16922 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16922	""	BR-7726-72	""	""	""	2011-01-01
KC108506	Portugal	""	Dirina fallax bio-material Damien Ertz 16929 beta-tubulin gene, partial cds.	Dirina fallax	Damien Ertz 16929	""	BR-7765-14	""	""	""	2011-01-01
